Day,Location ,Product ,Unit Sold ,Revenue ,COGS 
50,New York,Sparkling Wine,239,6931,2553
50,New York,Red Wine,167,5344,2183
50,New York,White Wine,127,4318,1593
50,Miami,Sparkling Wine,21,609,224
50,Miami,Red Wine,19,608,248
50,Miami,White Wine,16,544,201
50,"Washington, D.C.",Sparkling Wine,23,667,246
50,"Washington, D.C.",Red Wine,26,832,340
50,"Washington, D.C.",White Wine,21,714,263
50,San Francisco,Sparkling Wine,47,1363,502
50,San Francisco,Red Wine,39,1248,510
50,San Francisco,White Wine,37,1258,464
49,Los Angeles,Red Wine,147,4704,1922
49,Los Angeles,White Wine,149,5066,1869
49,New York,Sparkling Wine,277,8033,2966
49,New York,Red Wine,130,4160,1700
49,New York,White Wine,160,5440,2007
49,Miami,Sparkling Wine,20,580,214
49,Miami,Red Wine,17,544,222
49,Miami,White Wine,18,612,226
49,"Washington, D.C.",Sparkling Wine,30,870,321
49,"Washington, D.C.",Red Wine,29,928,379
49,"Washington, D.C.",White Wine,26,884,326
49,San Francisco,Sparkling Wine,57,1653,610
49,San Francisco,Red Wine,30,960,392
49,San Francisco,White Wine,35,1190,439
48,Los Angeles,Red Wine,168,5376,2267
48,Los Angeles,White Wine,145,4930,1819
48,New York,Sparkling Wine,317,9193,3440
48,New York,Red Wine,164,5248,2213
48,New York,White Wine,163,5542,2044
48,Miami,Sparkling Wine,16,464,174
48,Miami,Red Wine,19,608,256
48,Miami,White Wine,18,612,226
48,"Washington, D.C.",Sparkling Wine,28,812,304
48,"Washington, D.C.",Red Wine,26,832,351
48,"Washington, D.C.",White Wine,29,986,364
48,San Francisco,Sparkling Wine,51,1479,553
48,San Francisco,Red Wine,42,1344,567
48,San Francisco,White Wine,43,1462,539
47,Los Angeles,Red Wine,253,8096,3414
47,Los Angeles,White Wine,234,7956,2935
47,New York,Red Wine,252,8064,3400
47,New York,White Wine,258,8772,3236
47,Miami,Sparkling Wine,29,841,338
47,Miami,Red Wine,32,1024,432
47,Miami,White Wine,28,952,351
47,"Washington, D.C.",Sparkling Wine,47,1363,548
47,"Washington, D.C.",Red Wine,51,1632,688
47,"Washington, D.C.",White Wine,45,1530,564
47,San Francisco,Sparkling Wine,93,2697,1085
47,San Francisco,Red Wine,58,1856,783
47,San Francisco,White Wine,56,1904,702
46,Los Angeles,Sparkling Wine,334,9686,3898
46,Los Angeles,Red Wine,247,7904,3456
46,New York,Red Wine,275,8800,3847
46,New York,White Wine,261,8874,3343
46,Miami,Sparkling Wine,30,870,350
46,Miami,Red Wine,32,1024,448
46,Miami,White Wine,28,952,359
46,"Washington, D.C.",Sparkling Wine,47,1363,548
46,"Washington, D.C.",Red Wine,49,1568,686
46,"Washington, D.C.",White Wine,46,1564,589
46,San Francisco,Sparkling Wine,87,2523,1015
46,San Francisco,Red Wine,59,1888,825
46,San Francisco,White Wine,58,1972,743
45,Los Angeles,Sparkling Wine,484,14036,5648
45,Los Angeles,Red Wine,252,8064,3526
45,New York,Red Wine,261,8352,3652
45,New York,White Wine,258,8772,3451
45,Miami,Sparkling Wine,30,870,350
45,Miami,Red Wine,31,992,434
45,Miami,White Wine,30,1020,401
45,"Washington, D.C.",Sparkling Wine,49,1421,572
45,"Washington, D.C.",Red Wine,53,1696,742
45,"Washington, D.C.",White Wine,46,1564,615
45,San Francisco,Sparkling Wine,89,2581,1039
45,San Francisco,Red Wine,57,1824,797
45,San Francisco,White Wine,59,2006,789
44,Los Angeles,Sparkling Wine,480,13920,5601
44,Los Angeles,Red Wine,273,8736,3819
44,New York,Red Wine,261,8352,3652
44,New York,White Wine,234,7956,3130
44,Miami,Sparkling Wine,31,899,362
44,Miami,Red Wine,30,960,420
44,Miami,White Wine,29,986,388
44,"Washington, D.C.",Sparkling Wine,52,1508,607
44,"Washington, D.C.",Red Wine,53,1696,742
44,"Washington, D.C.",White Wine,44,1496,589
44,San Francisco,Sparkling Wine,87,2523,1015
44,San Francisco,Red Wine,56,1792,783
44,San Francisco,White Wine,59,2006,789
43,Los Angeles,Sparkling Wine,494,14326,5765
43,Los Angeles,Red Wine,276,8832,3861
43,New York,Red Wine,261,8352,3652
43,New York,White Wine,232,7888,3097
43,Miami,Sparkling Wine,30,870,350
43,Miami,Red Wine,32,1024,448
43,Miami,White Wine,32,1088,427
43,"Washington, D.C.",Sparkling Wine,53,1537,618
43,"Washington, D.C.",Red Wine,52,1664,728
43,"Washington, D.C.",White Wine,46,1564,614
43,San Francisco,Sparkling Wine,95,2755,1109
43,San Francisco,Red Wine,62,1984,867
43,San Francisco,White Wine,63,2142,841
42,Los Angeles,Sparkling Wine,447,12963,5195
42,Los Angeles,Red Wine,252,8064,3502
42,New York,Red Wine,277,8864,3850
42,New York,White Wine,232,7888,3170
42,Miami,Sparkling Wine,30,870,349
42,Miami,Red Wine,31,992,431
42,Miami,White Wine,31,1054,424
42,"Washington, D.C.",Sparkling Wine,54,1566,628
42,"Washington, D.C.",Red Wine,54,1728,750
42,"Washington, D.C.",White Wine,45,1530,615
42,San Francisco,Sparkling Wine,92,2668,1069
42,San Francisco,Red Wine,57,1824,792
42,San Francisco,White Wine,63,2142,861
41,Los Angeles,Sparkling Wine,480,13920,6032
41,Los Angeles,Red Wine,247,7904,3444
41,New York,Red Wine,259,8288,3611
41,New York,White Wine,232,7888,3166
41,Miami,Sparkling Wine,31,899,390
41,Miami,Red Wine,31,992,432
41,Miami,White Wine,30,1020,409
41,"Washington, D.C.",Sparkling Wine,49,1421,616
41,"Washington, D.C.",Red Wine,54,1728,753
41,"Washington, D.C.",White Wine,43,1462,587
41,San Francisco,Sparkling Wine,96,2784,1206
41,San Francisco,Red Wine,55,1760,767
41,San Francisco,White Wine,59,2006,805
40,Los Angeles,Sparkling Wine,456,13224,5748
40,Los Angeles,Red Wine,271,8672,3869
40,New York,Red Wine,261,8352,3726
40,New York,White Wine,261,8874,3667
40,Miami,Sparkling Wine,31,899,391
40,Miami,Red Wine,29,928,414
40,Miami,White Wine,32,1088,450
40,"Washington, D.C.",Sparkling Wine,48,1392,605
40,"Washington, D.C.",Red Wine,49,1568,700
40,"Washington, D.C.",White Wine,47,1598,660
40,San Francisco,Sparkling Wine,86,2494,1084
40,San Francisco,Red Wine,56,1792,799
40,San Francisco,White Wine,57,1938,801
39,Los Angeles,Sparkling Wine,2466,71514,31082
39,Los Angeles,Red Wine,1301,41632,18574
39,New York,Red Wine,1306,41792,18645
39,New York,White Wine,1158,39372,16269
39,Miami,Sparkling Wine,155,4495,1954
39,Miami,Red Wine,161,5152,2299
39,Miami,White Wine,142,4828,1995
39,"Washington, D.C.",Sparkling Wine,264,7656,3328
39,"Washington, D.C.",Red Wine,273,8736,3898
39,"Washington, D.C.",White Wine,233,7922,3274
39,San Francisco,Sparkling Wine,438,12702,5521
39,San Francisco,Red Wine,290,9280,4140
39,San Francisco,White Wine,313,10642,4398
38,Los Angeles,Sparkling Wine,2443,70847,30793
38,Los Angeles,Red Wine,1369,43808,19545
38,New York,Red Wine,1265,40480,18060
38,New York,White Wine,1158,39372,16269
38,Miami,Sparkling Wine,152,4408,1916
38,Miami,Red Wine,145,4640,2070
38,Miami,White Wine,146,4964,2051
38,"Washington, D.C.",Sparkling Wine,259,7511,3265
38,"Washington, D.C.",Red Wine,268,8576,3826
38,"Washington, D.C.",White Wine,210,7140,2950
38,San Francisco,Sparkling Wine,475,13775,5987
38,San Francisco,Red Wine,296,9472,4226
38,San Francisco,White Wine,316,10744,4440
37,Los Angeles,Sparkling Wine,2483,67041,31297
37,Los Angeles,Red Wine,1538,46140,21957
37,New York,Sparkling Wine,492,13284,6201
37,New York,Red Wine,1375,41250,19630
37,New York,White Wine,1288,41216,18096
37,Miami,Sparkling Wine,162,4374,2042
37,Miami,Red Wine,170,5100,2427
37,Miami,White Wine,171,5472,2402
37,"Washington, D.C.",Sparkling Wine,287,7749,3617
37,"Washington, D.C.",Red Wine,283,8490,4040
37,"Washington, D.C.",White Wine,248,7936,3484
37,San Francisco,Sparkling Wine,521,14067,6567
37,San Francisco,Red Wine,335,10050,4783
37,San Francisco,White Wine,337,10784,4735
36,Los Angeles,Sparkling Wine,533,14391,6718
36,Los Angeles,Red Wine,290,8700,4140
36,New York,Sparkling Wine,462,12474,5823
36,New York,Red Wine,295,8850,4212
36,New York,White Wine,276,8832,3878
36,Miami,Sparkling Wine,34,918,429
36,Miami,Red Wine,32,960,457
36,Miami,White Wine,36,1152,506
36,"Washington, D.C.",Sparkling Wine,59,1593,744
36,"Washington, D.C.",Red Wine,57,1710,814
36,"Washington, D.C.",White Wine,50,1600,702
36,San Francisco,Sparkling Wine,108,2916,1361
36,San Francisco,Red Wine,62,1860,885
36,San Francisco,White Wine,70,2240,983
35,Los Angeles,Sparkling Wine,497,13419,6264
35,Los Angeles,Red Wine,299,8970,4269
35,Los Angeles,White Wine,226,7232,3175
35,New York,Sparkling Wine,502,13554,6327
35,New York,Red Wine,269,8070,3840
35,New York,White Wine,250,8000,3512
35,Miami,Sparkling Wine,33,891,416
35,Miami,Red Wine,33,990,471
35,Miami,White Wine,33,1056,464
35,"Washington, D.C.",Sparkling Wine,56,1512,706
35,"Washington, D.C.",Red Wine,61,1830,871
35,"Washington, D.C.",White Wine,50,1600,702
35,San Francisco,Sparkling Wine,99,2673,1248
35,San Francisco,Red Wine,68,2040,971
35,San Francisco,White Wine,65,2080,913
34,Los Angeles,Sparkling Wine,503,13581,6388
34,Los Angeles,Red Wine,276,8280,3940
34,Los Angeles,White Wine,257,8224,3611
34,New York,Sparkling Wine,507,13689,6439
34,New York,Red Wine,306,9180,4369
34,New York,White Wine,271,8672,3807
34,Miami,Sparkling Wine,36,972,457
34,Miami,Red Wine,34,1020,485
34,Miami,White Wine,33,1056,464
34,"Washington, D.C.",Sparkling Wine,56,1512,711
34,"Washington, D.C.",Red Wine,61,1830,871
34,"Washington, D.C.",White Wine,50,1600,702
34,San Francisco,Sparkling Wine,104,2808,1321
34,San Francisco,Red Wine,63,1890,899
34,San Francisco,White Wine,62,1984,871
33,Los Angeles,Sparkling Wine,518,13986,6566
33,Los Angeles,Red Wine,287,8610,4097
33,Los Angeles,White Wine,270,8640,3793
33,New York,Sparkling Wine,501,13527,6351
33,New York,Red Wine,283,8490,4040
33,New York,White Wine,270,8640,3793
33,Miami,Sparkling Wine,34,918,431
33,Miami,Red Wine,33,990,471
33,Miami,White Wine,34,1088,478
33,"Washington, D.C.",Sparkling Wine,54,1458,685
33,"Washington, D.C.",Red Wine,53,1590,757
33,"Washington, D.C.",White Wine,52,1664,731
33,San Francisco,Sparkling Wine,105,2835,1331
33,San Francisco,Red Wine,67,2010,957
33,San Francisco,White Wine,64,2048,899
32,Los Angeles,Sparkling Wine,514,14392,6920
32,Los Angeles,Red Wine,262,8122,3740
32,Los Angeles,White Wine,247,8151,3492
32,New York,Sparkling Wine,466,13048,6274
32,New York,Red Wine,272,8432,3883
32,New York,White Wine,260,8580,3676
32,Miami,Sparkling Wine,34,952,458
32,Miami,Red Wine,31,961,443
32,Miami,White Wine,32,1056,452
32,"Washington, D.C.",Sparkling Wine,51,1428,687
32,"Washington, D.C.",Red Wine,51,1581,728
32,"Washington, D.C.",White Wine,46,1518,650
32,San Francisco,Sparkling Wine,92,2576,1239
32,San Francisco,Red Wine,61,1891,871
32,San Francisco,White Wine,58,1914,820
31,Los Angeles,Sparkling Wine,504,14112,6890
31,Los Angeles,Red Wine,287,8897,4251
31,New York,Sparkling Wine,493,13804,6740
31,New York,Red Wine,263,8153,3896
31,New York,White Wine,247,8151,3641
31,Miami,Sparkling Wine,33,924,451
31,Miami,Red Wine,34,1054,504
31,Miami,White Wine,31,1023,457
31,"Washington, D.C.",Sparkling Wine,53,1484,725
31,"Washington, D.C.",Red Wine,55,1705,815
31,"Washington, D.C.",White Wine,44,1452,649
31,San Francisco,Sparkling Wine,100,2800,1367
31,San Francisco,Red Wine,66,2046,978
31,San Francisco,White Wine,65,2145,958
30,Los Angeles,Sparkling Wine,479,13412,6549
30,Los Angeles,Red Wine,294,9114,4355
30,New York,Sparkling Wine,487,13636,6658
30,New York,Red Wine,268,8308,3970
30,New York,White Wine,240,7920,3538
30,Miami,Sparkling Wine,34,952,465
30,Miami,Red Wine,34,1054,504
30,Miami,White Wine,34,1122,501
30,"Washington, D.C.",Sparkling Wine,58,1624,793
30,"Washington, D.C.",Red Wine,55,1705,815
30,"Washington, D.C.",White Wine,48,1584,708
30,San Francisco,Sparkling Wine,100,2800,1367
30,San Francisco,Red Wine,63,1953,933
30,San Francisco,White Wine,65,2145,958
29,Los Angeles,Sparkling Wine,469,13132,6412
29,Los Angeles,Red Wine,266,8246,3940
29,New York,Sparkling Wine,463,12964,6330
29,New York,Red Wine,279,8649,4133
29,New York,White Wine,268,8844,3971
29,Miami,Sparkling Wine,34,952,465
29,Miami,Red Wine,32,992,474
29,Miami,White Wine,30,990,445
29,"Washington, D.C.",Sparkling Wine,53,1484,725
29,"Washington, D.C.",Red Wine,53,1643,785
29,"Washington, D.C.",White Wine,45,1485,667
29,San Francisco,Sparkling Wine,99,2772,1353
29,San Francisco,Red Wine,63,1953,933
29,San Francisco,White Wine,63,2079,934
28,Los Angeles,Sparkling Wine,479,13412,6549
28,Los Angeles,Red Wine,286,8866,4237
28,New York,Sparkling Wine,511,14308,6986
28,New York,Red Wine,257,7967,3807
28,New York,White Wine,253,8349,3749
28,Miami,Sparkling Wine,31,868,424
28,Miami,Red Wine,30,930,444
28,Miami,White Wine,31,1023,459
28,"Washington, D.C.",Sparkling Wine,52,1456,711
28,"Washington, D.C.",Red Wine,56,1736,830
28,"Washington, D.C.",White Wine,47,1551,696
28,San Francisco,Sparkling Wine,89,2492,1217
28,San Francisco,Red Wine,66,2046,978
28,San Francisco,White Wine,62,2046,919
27,Los Angeles,Sparkling Wine,718,20104,9816
27,Los Angeles,Red Wine,433,13423,6414
27,New York,Sparkling Wine,474,13272,6480
27,New York,Red Wine,293,9083,4340
27,New York,White Wine,237,7821,3512
27,Miami,Sparkling Wine,34,952,465
27,Miami,Red Wine,31,961,459
27,Miami,White Wine,31,1023,459
27,"Washington, D.C.",Sparkling Wine,56,1568,766
27,"Washington, D.C.",Red Wine,58,1798,859
27,"Washington, D.C.",White Wine,46,1518,682
27,San Francisco,Sparkling Wine,94,2632,1285
27,San Francisco,Red Wine,68,2108,1007
27,San Francisco,White Wine,62,2046,919
26,Los Angeles,Sparkling Wine,703,19684,9611
26,Los Angeles,Red Wine,404,12524,5985
26,New York,Sparkling Wine,443,12404,6056
26,New York,Red Wine,286,8866,4237
26,New York,White Wine,261,8613,3867
26,Miami,Sparkling Wine,30,840,410
26,Miami,Red Wine,34,1054,504
26,Miami,White Wine,32,1056,474
26,"Washington, D.C.",Sparkling Wine,56,1568,766
26,"Washington, D.C.",Red Wine,53,1643,785
26,"Washington, D.C.",White Wine,44,1452,652
26,San Francisco,Sparkling Wine,89,2492,1217
26,San Francisco,Red Wine,59,1829,874
26,San Francisco,White Wine,58,1914,859
25,Los Angeles,Sparkling Wine,836,21736,11429
25,Los Angeles,Red Wine,451,13079,6681
25,New York,Sparkling Wine,550,14300,7519
25,New York,Red Wine,287,8323,4251
25,New York,White Wine,295,9145,4371
25,Miami,Sparkling Wine,36,936,492
25,Miami,Red Wine,36,1044,533
25,Miami,White Wine,34,1054,504
25,"Washington, D.C.",Sparkling Wine,63,1638,861
25,"Washington, D.C.",Red Wine,57,1653,844
25,"Washington, D.C.",White Wine,50,1550,741
25,San Francisco,Sparkling Wine,111,2886,1518
25,San Francisco,Red Wine,71,2059,1052
25,San Francisco,White Wine,66,2046,978
24,Los Angeles,Sparkling Wine,794,20644,10855
24,Los Angeles,Red Wine,433,12557,6414
24,New York,Sparkling Wine,549,14274,7506
24,New York,Red Wine,290,8410,4296
24,New York,White Wine,269,8339,3986
24,Miami,Sparkling Wine,36,936,492
24,Miami,Red Wine,36,1044,533
24,Miami,White Wine,35,1085,519
24,"Washington, D.C.",Sparkling Wine,63,1638,861
24,"Washington, D.C.",Red Wine,64,1856,948
24,"Washington, D.C.",White Wine,50,1550,741
24,San Francisco,Sparkling Wine,114,2964,1559
24,San Francisco,Red Wine,71,2059,1052
24,San Francisco,White Wine,68,2108,1008
23,Los Angeles,Sparkling Wine,886,23036,12113
23,Los Angeles,Red Wine,447,12963,6622
23,New York,Sparkling Wine,549,14274,7506
23,New York,Red Wine,293,8497,4340
23,New York,White Wine,269,8339,3986
23,Miami,Sparkling Wine,37,962,506
23,Miami,Red Wine,36,1044,533
23,Miami,White Wine,33,1023,489
23,"Washington, D.C.",Sparkling Wine,60,1560,820
23,"Washington, D.C.",Red Wine,59,1711,874
23,"Washington, D.C.",White Wine,48,1488,711
23,San Francisco,Sparkling Wine,101,2626,1381
23,San Francisco,Red Wine,75,2175,1111
23,San Francisco,White Wine,72,2232,1067
22,New York,Sparkling Wine,497,12922,6795
22,New York,Red Wine,312,9048,4622
22,New York,White Wine,286,8866,4247
22,Miami,Sparkling Wine,38,988,520
22,Miami,Red Wine,35,1015,518
22,Miami,White Wine,33,1023,490
22,"Washington, D.C.",Sparkling Wine,61,1586,834
22,"Washington, D.C.",Red Wine,62,1798,918
22,"Washington, D.C.",White Wine,54,1674,802
22,San Francisco,Sparkling Wine,98,2548,1340
22,San Francisco,Red Wine,75,2175,1111
22,San Francisco,White Wine,73,2263,1084
21,New York,Sparkling Wine,555,14430,7588
21,New York,Red Wine,311,9019,4607
21,New York,White Wine,262,8122,3891
21,Miami,Sparkling Wine,38,988,520
21,Miami,Red Wine,37,1073,548
21,Miami,White Wine,36,1116,535
21,"Washington, D.C.",Sparkling Wine,60,1560,820
21,"Washington, D.C.",Red Wine,56,1624,830
21,"Washington, D.C.",White Wine,48,1488,713
21,San Francisco,Sparkling Wine,105,2730,1435
21,San Francisco,Red Wine,75,2175,1111
21,San Francisco,White Wine,68,2108,1010
20,New York,Sparkling Wine,495,12870,6767
20,New York,Red Wine,307,8903,4548
20,New York,White Wine,269,8339,3995
20,Miami,Sparkling Wine,35,910,478
20,Miami,Red Wine,34,986,504
20,Miami,White Wine,37,1147,549
20,"Washington, D.C.",Sparkling Wine,57,1482,779
20,"Washington, D.C.",Red Wine,57,1653,844
20,"Washington, D.C.",White Wine,52,1612,772
20,San Francisco,Sparkling Wine,106,2756,1449
20,San Francisco,Red Wine,73,2117,1081
20,San Francisco,White Wine,63,1953,936
19,New York,Sparkling Wine,495,12870,6683
19,Miami,Sparkling Wine,38,988,513
19,Miami,Red Wine,36,1044,525
19,Miami,White Wine,35,1085,507
19,"Washington, D.C.",Sparkling Wine,60,1560,810
19,"Washington, D.C.",Red Wine,61,1769,889
19,"Washington, D.C.",White Wine,52,1612,754
19,San Francisco,Sparkling Wine,111,2886,1499
19,San Francisco,Red Wine,67,1943,976
19,San Francisco,White Wine,68,2108,985
18,New York,Sparkling Wine,534,13884,7107
18,Miami,Sparkling Wine,36,936,479
18,Miami,Red Wine,37,1073,527
18,Miami,White Wine,36,1116,509
18,"Washington, D.C.",Sparkling Wine,57,1482,759
18,"Washington, D.C.",Red Wine,61,1769,870
18,"Washington, D.C.",White Wine,54,1674,763
18,San Francisco,Sparkling Wine,107,2782,1424
18,San Francisco,Red Wine,72,2088,1026
18,San Francisco,White Wine,67,2077,947
17,New York,Sparkling Wine,491,12766,6535
17,Miami,Sparkling Wine,36,936,479
17,Miami,Red Wine,33,957,470
17,Miami,White Wine,36,1116,509
17,"Washington, D.C.",Sparkling Wine,63,1638,838
17,"Washington, D.C.",Red Wine,59,1711,841
17,"Washington, D.C.",White Wine,52,1612,735
17,San Francisco,Sparkling Wine,104,2704,1384
17,San Francisco,Red Wine,69,2001,984
17,San Francisco,White Wine,65,2015,919
16,New York,Sparkling Wine,484,12584,6442
16,Miami,Sparkling Wine,74,1924,985
16,Miami,Red Wine,73,2117,1043
16,Miami,White Wine,74,2294,1047
16,"Washington, D.C.",Sparkling Wine,62,1612,825
16,"Washington, D.C.",Red Wine,64,1856,914
16,"Washington, D.C.",White Wine,71,2201,1005
16,San Francisco,Sparkling Wine,103,2678,1371
16,San Francisco,Red Wine,67,1943,957
16,San Francisco,White Wine,66,2046,934
15,Miami,Sparkling Wine,110,2860,1464
15,Miami,Red Wine,102,2958,1457
15,Miami,White Wine,103,3193,1458
15,"Washington, D.C.",Sparkling Wine,86,2236,1145
15,"Washington, D.C.",Red Wine,85,2465,1214
15,"Washington, D.C.",White Wine,97,3007,1373
15,San Francisco,Sparkling Wine,100,2600,1331
15,San Francisco,Red Wine,71,2059,1014
15,San Francisco,White Wine,69,2139,977
14,New York,Red Wine,1019,29551,14556
14,New York,White Wine,1847,57257,27489
14,Miami,Sparkling Wine,784,20384,10026
14,Miami,Red Wine,688,19952,9828
14,Miami,White Wine,762,23622,11341
14,"Washington, D.C.",Sparkling Wine,593,15418,7584
14,"Washington, D.C.",Red Wine,558,16182,7971
14,"Washington, D.C.",White Wine,507,15717,7546
14,San Francisco,Sparkling Wine,683,17758,8735
14,San Francisco,Red Wine,495,14355,7071
14,San Francisco,White Wine,506,15686,7531
13,Los Angeles,White Wine,408,12648,6072
13,New York,Red Wine,2150,62350,30770
13,New York,White Wine,1884,58404,28039
13,Miami,Sparkling Wine,723,18798,10411
13,Miami,Red Wine,792,22968,11335
13,Miami,White Wine,755,23405,11237
13,San Francisco,Sparkling Wine,727,18902,10469
13,San Francisco,Red Wine,527,15283,7542
13,San Francisco,White Wine,460,14260,6846
12,Los Angeles,Red Wine,2610,75690,39274
12,Los Angeles,White Wine,3146,97526,46821
12,New York,Sparkling Wine,930,24180,13392
12,New York,Red Wine,2191,63539,32969
12,New York,White Wine,1981,61411,29483
12,Miami,Sparkling Wine,738,19188,10627
12,Miami,Red Wine,785,22765,11812
12,Miami,White Wine,777,24087,11564
12,San Francisco,Sparkling Wine,731,19006,10526
12,San Francisco,Red Wine,460,13340,6922
12,San Francisco,White Wine,511,15841,7605
11,Los Angeles,Sparkling Wine,914,23764,13162
11,Los Angeles,Red Wine,3215,93235,53116
11,Los Angeles,White Wine,2799,86769,41657
11,New York,Sparkling Wine,3249,84474,46786
11,New York,Red Wine,1982,57478,32745
11,New York,White Wine,1947,60357,28977
11,Miami,Sparkling Wine,716,18616,10310
11,Miami,Red Wine,755,21895,12474
11,Miami,White Wine,740,22940,11013
11,San Francisco,Sparkling Wine,775,20150,11160
11,San Francisco,Red Wine,510,14790,8426
11,San Francisco,White Wine,472,14632,7025
10,Los Angeles,Sparkling Wine,5390,140140,77616
10,Los Angeles,Red Wine,2931,84999,48424
10,Los Angeles,White Wine,2740,84940,45800
10,New York,Sparkling Wine,3319,86294,47794
10,New York,Red Wine,1961,56869,32398
10,New York,White Wine,1796,55676,30021
10,Miami,Sparkling Wine,784,20384,11290
10,Miami,Red Wine,785,22765,12969
10,Miami,White Wine,762,23622,12737
10,San Francisco,Sparkling Wine,723,18798,10411
10,San Francisco,Red Wine,460,13340,7600
10,San Francisco,White Wine,494,15314,8257
9,Los Angeles,Sparkling Wine,779,20254,11218
9,Los Angeles,Red Wine,464,13456,7666
9,Los Angeles,White Wine,392,12152,6552
9,New York,Sparkling Wine,659,17134,9490
9,New York,Red Wine,412,11948,6807
9,New York,White Wine,382,11842,6385
9,Miami,Sparkling Wine,154,4004,2218
9,Miami,Red Wine,142,4118,2346
9,Miami,White Wine,145,4495,2424
9,San Francisco,Sparkling Wine,105,2730,1512
9,San Francisco,Red Wine,69,2001,1140
9,San Francisco,White Wine,71,2201,1187
8,Los Angeles,Sparkling Wine,762,19812,10368
8,Los Angeles,Red Wine,423,12267,6907
8,Los Angeles,White Wine,413,12803,6774
8,New York,Sparkling Wine,612,15912,8327
8,New York,Red Wine,373,10817,6090
8,New York,White Wine,335,10385,5494
8,Miami,Sparkling Wine,138,3588,1878
8,Miami,Red Wine,144,4176,2351
8,Miami,White Wine,137,4247,2247
7,Los Angeles,Sparkling Wine,860,22360,11701
7,Los Angeles,Red Wine,477,13833,7788
7,Los Angeles,White Wine,438,13578,7184
7,New York,Sparkling Wine,698,18148,9497
7,New York,Red Wine,404,11716,6597
7,New York,White Wine,381,11811,6249
7,Miami,Sparkling Wine,148,3848,2014
7,Miami,Red Wine,142,4118,2319
7,Miami,White Wine,147,4557,2411
6,Los Angeles,Sparkling Wine,819,21294,11143
6,Los Angeles,Red Wine,450,13050,7348
6,Los Angeles,White Wine,417,12927,6839
6,New York,Sparkling Wine,636,16536,8653
6,New York,Red Wine,377,10933,6156
6,New York,White Wine,370,11470,6068
6,Miami,Sparkling Wine,146,3796,1986
6,Miami,Red Wine,149,4321,2433
6,Miami,White Wine,149,4619,2444
5,Los Angeles,Sparkling Wine,827,21502,11252
5,Los Angeles,Red Wine,477,13833,7788
5,Los Angeles,White Wine,429,13299,8151
5,New York,Sparkling Wine,616,16016,8381
5,New York,Red Wine,381,11049,6221
5,New York,White Wine,356,11036,6764
5,Miami,Sparkling Wine,149,3874,2027
5,Miami,Red Wine,133,3857,2172
5,Miami,White Wine,141,4371,2679
4,Los Angeles,Sparkling Wine,811,21086,11021
4,Los Angeles,Red Wine,482,13978,8194
4,Los Angeles,White Wine,434,13454,8246
4,New York,Sparkling Wine,660,17160,8969
4,New York,Red Wine,378,10962,6426
4,New York,White Wine,372,11532,7068
3,Los Angeles,Sparkling Wine,838,21788,12570
3,Los Angeles,Red Wine,471,13659,8007
3,Los Angeles,White Wine,384,11904,7296
3,New York,Sparkling Wine,621,16146,9315
3,New York,Red Wine,372,10788,6324
3,New York,White Wine,349,10819,6631
